TID,MS
TID_PLAYER_INFO_SEND_FRIEND_REQUEST,Jemputan rakan
TID_PLAYER_INFO_REMOVE_FRIEND,Buang dari senarai rakan
TID_PLAYER_INFO_FRIEND_REQUEST_SENT,Permintaan rakan dihantar
TID_PLAYER_INFO_IS_YOUR_FRIEND,Rakan\npermainan
TID_POWER_POINTS,MATA KUASA
TID_HERO_INFO_LEVEL,KUASA
TID_HERO_INFO_RANK,PANGKAT
TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL,NAIK TARAF KE KUASA TAHAP <LVL>
TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL,KETIK SEKALI LAGI UNTUK SAHKAN
TID_HERO_INFO_MAX_LEVEL,KUASA MAKSIMUM
TID_HERO_INFO_MORE_POWER_NEEDED,Kumpul lebih kuasa untuk naik taraf!
TID_HERO_INFO_LEVEL_UP_ERROR_4,Brawler tiada Mata Kuasa yang mencukupi
TID_HERO_INFO_LEVEL_UP_ERROR_3,Anda tiada syiling yang mencukupi!
TID_HERO_INFO_LEVEL_UP_ERROR_5,Brawler sudah berada pada tahap kuasa maksimum!
TID_HERO_INFO_LEVEL_UP_PRICE_MISSING,<cff6034><AMOUNT></c>
TID_HERO_INFO_LEVEL_UP_PRICE,<AMOUNT>
TID_HERO_INFO_STARTING_HERO,BRAWLER PERMULAAN
TID_PLAYER_REPORTED_SUCCESSFULLY,Pemain dilaporkan!
TID_TOO_MANY_REPORTS_SENT,Anda telah mencapai had laporan harian!
TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT,Sila tunggu sebelum menghantar laporan lain
TID_CHOOSE_CHARACTER,PILIH BRAWLER
TID_ARMOR,NILAI NYAWA
TID_ARMOR_DESC,Menunjukkan kerosakan yang boleh diterima Brawler sebelum terkorban.
TID_SHOTGUN_GIRL,SHELLY
TID_SHOTGUN_GIRL_DESC,Tembakan Sebaran senapang patah Shelly tersebar ke pasukan lawannya. Supernya memusnahkan pengadang dan menjauhkan pihak lawan.
TID_LONG_RANGE_SHOTGUN,TEMBAKAN SEBARAN
TID_LONG_RANGE_SHOTGUN_DESC,"Senapang patah Shelly menembak butiran pelet pada jarak sederhana. Lebih banyak pelet yang terkena, lebih hebat kuasanya."
TID_MEGA_BLASH_ULTI,PELURU SUPER
TID_MEGA_BLASH_ULTI_DESC,Peluru Super Shelly memusnahkan musuh dan pengadang. Yang terselamat akan mengalami tolakan.
TID_GUNSLINGER,COLT
TID_GUNSLINGER_DESC,Colt bangga dengan ketepatannya menembak menggunakan pistol kilatnya. Supernya memecahkan pengadang dan menganjurkan pelurunya.
TID_RAPID_FIRE,ENAM TEMBAKAN
TID_RAPID_FIRE_DESC,Colt melepaskan enam tembakan berterusan dengan revolvernya.
TID_RAPID_FIRE_ULTI,RIBUT PELURU
TID_RAPID_FIRE_ULTI_DESC,Colt menembak sebaran peluru yang menganjur lebih jauh memusnahkan pengadang.
TID_BULL_DUDE,BULL
TID_BULL_DUDE_DESC,"Bull melakukan kerosakan besar dekat dengan senapang patahnya. Bagi gerakan Supernya, dia meluru melalui halangan dan menolak musuh ke belakang!"
TID_SHOTGUN_BLAST,TEMBAKAN DWILARAS
TID_SHOTGUN_BLAST_DESC,"Senapang patah berlaras dua milik Bull ni melakukan kerosakan besar. Tapi, Bull suka berdekat-dekat sebab senapang ni berjulat dekat."
TID_CHARGE,JENTOLAK
TID_CHARGE_DESC,Bull menundukkan kepalanya dan meredah pihak lawan dan halangan. Dia itu memang keras kepala!
TID_ROCKET_GIRL,BROCK
TID_ROCKET_GIRL_DESC,Brock menembak roket letupan berjulat jauh pada musuh. Supernya adalah roket balistik bertalu-talu yang memusnahkan pengadang!
TID_FIREWORKS_WEAPON,ROKET MENGEJUT
TID_FIREWORKS_WEAPON_DESC,Brock melepaskan satu Roket Mengejut yang terbang jauh di medan pertempuran.
TID_FIREWORKS_ULTI,HUJAN ROKET
TID_FIREWORKS_ULTI_DESC,Brock melepaskan bedilan roket yang memusnahkan musuh dan halangan. Dia hanya ingin tengok awak dihujani roket!
TID_TNT_DUDE,DYNAMIKE
TID_TNT_DUDE_DESC,Dynamike melambung dua batang dinamit letupan. Serangan Supernya adalah satu tong penuh dinamit yang meletupkan pengadang!
TID_MORTAR,PERENGUS
TID_MORTAR_DESC,"Mike melontarkan dua batang dinamit, melepasi semua halangan. Fius dipendekkan menyebabkan ia cepat meletup seperti perangainya."
TID_MORTAR_ULTI,TONG BOM BESAR
TID_MORTAR_ULTI_DESC,Satu tong besar dinamit meledak. Musuh yang masih hidup akan kena tolak disebabkan impaknya yang besar!
TID_LUCHADOR,EL PRIMO
TID_LUCHADOR_DESC,El Primo melepaskan tumbukan bertubi-tubi pada musuhnya. Supernya ialah lompatan jatuhan siku yang melakukan kerosakan pada semua yang ditangkap di bawahnya!
TID_LUCHADOR_WEAPON,TUMBUKAN MELAYANG
TID_LUCHADOR_WEAPON_DESC,El Primo mengayunkan empat tumbukan melayang. Ini seperti tumbukan sambal cili padi!
TID_LUCHADOR_ULTI,JATUHAN SIKU TERBANG
TID_LUCHADOR_ULTI_DESC,El Primo melompat tinggi dan menjatuhkan siku antara galaksi yang akan menolak kuat musuh dan memusnahkan pengadang!
TID_TRICKSHOT_DUDE_OLD,RICOCHET
TID_TRICKSHOT_DUDE_DESC,Rico menembak banyak peluru yang melantun dari dinding. Tembakan hebatnya adalah lantunan peluru berturut-turut yang menembusi sasaran!
TID_TRICKSHOT_DUDE_WEAPON,PELURU MELANTUN
TID_TRICKSHOT_DUDE_WEAPON_DESC,"Peluru Rico melantun dari dinding, meningkatkan jaraknya. Ia boleh menembak musuh yang berselindung."
TID_TRICKSHOT_DUDE_ULTI,TEMBAKAN TEKNIK
TID_TRICKSHOT_DUDE_ULTI_DESC,"Rico menembak banyak peluru yang menembusi musuh dan melantun dari dinding, meningkatkan jaraknya."
TID_CACTUS,SPIKE
TID_CACTUS_DESC,Spike membaling grenad kaktus yang menyebarkan jarum dan Supernya mengagumkan: medan duri kaktus yang memperlahankan dan melakukan kerosakan pada musuh!
TID_CACTUS_WEAPON,GRENAD JARUM
TID_CACTUS_WEAPON_DESC,Letupan kaktus kecil yang menembak duri ke semua arah.
TID_CACTUS_ULTI,JANGAN KE MANA-MANA!
TID_CACTUS_ULTI_DESC,Spike membaling tinggi-tinggi grenad berduri. Musuh yang terperangkap di dalam kawasan letupan akan menerima kerosakan dan diperlahankan.
TID_BARKEEP,BARLEY
TID_BARKEEP_DESC,"Barley menyerang dengan melontar botol pada musuh, melakukan kerosakan percikan. Supernya adalah lontaran botol membakar yang bertalu-talu!"
TID_BARKEEP_WEAPON,SIMBAHAN PEKAT
TID_BARKEEP_WEAPON_DESC,Barley membaling botol dan membiarkannya memecah di lantai. Simpahan membawa kerosakan kepada musuh dan kerosakan bertambah jika mereka kekal di dalam lopak itu.
TID_BARKEEP_ULTI,PELUANG TERAKHIR
TID_BARKEEP_ULTI_DESC,Barley melempar selonggok botol yang menyebabkan sebuah kawasan besar terbakar. Semua ni percuma!
TID_MECHANIC,JESSIE
TID_MECHANIC_DESC,Tembakan Melantun Jessie menembak orb tenaga yang melantun di antara musuh. Supernya melancarkan turet senapang yang comel tetapi membawa maut!
TID_MECHANIC_WEAPON,TEMBAKAN MELANTUN
TID_MECHANIC_WEAPON_DESC,"Jessie menembak orb bertenaga. Selepas mengenai target, orb itu melantun ke target seterusnya yang berada dalam julat, yang akan mengenai maksimum tiga musuh."
TID_MECHANIC_ULTI,SEKERAP!
TID_MECHANIC_ULTI_DESC,Jessie mengerahkan turet pistol yang menembak ke arah musuh secara automatik. Ia diperbuat 100% daripada bahan kitar semula.
TID_SHAMAN,NITA
TID_SHAMAN_DESC,Nita menyerang musuhnya dengan gelombang kejutan gemuruh. Supernya menyeru beruang besar untuk berlawan di sisinya!
TID_SHAMAN_WEAPON,RUPTUR
TID_SHAMAN_WEAPON_DESC,"Nita melepaskan gelombang kejut, mencederakan musuh yang terperangkap di dalam gegaran tu."
TID_SHAMAN_ULTI,BERUANG KONCO
TID_SHAMAN_ULTI_DESC,Nita menyeru roh Anak Beruang Besar untuk memburu musuhnya.
TID_UNDERTAKER,MORTIS
TID_UNDERTAKER_DESC,"Mortis meluru ke hadapan dengan setiap ayunan penyodoknya. Dengan serangan Supernya, dia mengerahkan sekumpulan kelawar untuk melakukan kerosakan pada musuh dan memulihkan dirinya!"
TID_UNDERTAKER_WEAPON,AYUNAN PENYODOK
TID_UNDERTAKER_WEAPON_DESC,"Mortis memecut ke depan dan mengayunkan penyodoknya, mencipta peluang perniagaan untuk dirinya."
TID_UNDERTAKER_ULTI,NADI
TID_UNDERTAKER_ULTI_DESC,Mortis menyeru sekerumun kelawar pontianak yang menghisap nilai nyawa musuhnya ketika memulihkan nilai nyawanya. Memang mengerikan!
TID_CROW,CROW
TID_CROW_DESC,"Crow melontar tiga pisau belati beracun. Dengan gerakan Supernya, dia melompat, melontar pisau belatinya semasa melompat dan mendarat!"
TID_CROW_WEAPON,PISAU FLIK
TID_CROW_WEAPON_DESC,Crow melempar pisau belati. Musuh yang terkena pisau beracun itu akan terima kerosakan untuk satu tempoh.
TID_CROW_ULTI,MENUKIK
TID_CROW_ULTI_DESC,"Crow terbang ke langit, menaburkan lingkaran pisau belati di sekelilingnya ketika berlepas dan mendarat."
TID_DEAD_MARIACHI,POCO
TID_DEAD_MARIACHI_DESC,Poco menembak gelombang bunyi yang memusnahkan musuh. Supernya boleh memulihkan diri Poco sendiri dan rakan sepasukannya!
TID_DEAD_MARIACHI_WEAPON,KORD BERKUASA
TID_DEAD_MARIACHI_WEAPON_DESC,"Poco memetik gitarnya, menghantar gelombang bunyi yang membuat bulu roma berdiri. Musuh yang mengenai gelombang akan mengalami kerosakan."
TID_DEAD_MARIACHI_ULTI,SORAK PINTA
TID_DEAD_MARIACHI_ULTI_DESC,Poco menyembuhkan dirinya dan rakannya yang dia boleh capai dengan melodinya yang riang. Tidak berkesan pada musuh.
TID_BOW_DUDE,BO
TID_BOW_DUDE_DESC,Bo melepaskan tiga anak panah meletup ke arah sasarannya. Supernya meletakkan tiga periuk api boleh meletup tersembunyi di bawah tanah!
TID_BOW_DUDE_WEAPON,MATA HELANG
TID_BOW_DUDE_WEAPON_DESC,"Bo melepaskan tiga anak panah yang meletup, menyiat musuh seperti cakar helang."
TID_BOW_DUDE_ULTI,PERANGKAP BOM
TID_BOW_DUDE_ULTI_DESC,"Bo menyembunyikan perangkap meletusnya di bawah tanah. Apabila perangkap dicetuskan oleh musuh, ia akan meletup selepas sedikit penangguhan, menolak dan mengenakan kerosakan pada musuh."
TID_SNIPER,PIPER
TID_SNIPER_DESC,Tembakan tepat Piper melakukan lebih kerosakan apabila menyusur lebih jauh. Supernya menjatuhkan grenad pada kakinya sementara Piper sendiri melompat pergi!
TID_SNIPER_WEAPON,PAYUNAPANG
TID_SNIPER_WEAPON_DESC,"Piper melepaskan tembakan tepat dari hujung payungnya. Lebih jauh tembakan, lebih umph tembakan itu!"
TID_SNIPER_ULTI,TERJUN PAYUNG
TID_SNIPER_ULTI_DESC,"Piper melompat pergi untuk mengelak peminat yang mendesak. Namun, dia pasti meninggalkan sesuatu yang manis: tiga grenad dari gancunya."
TID_MINIGUN_DUDE,PAM
TID_MINIGUN_DUDE_DESC,"Pam menembak dari pinggul, menyerang sasaran dengan serpihan. Supernya adalah turet penyembuh yang memulihkan nilai nyawanya dan rakan sepasukannya!"
TID_MINIGUN_DUDE_WEAPON,RIBUT SEKERAP
TID_MINIGUN_DUDE_WEAPON_DESC,Pam memancutkan sekerap logam pada kawasan besar. Penggunaan pelindung mata adalah dinasihatkan!
TID_MINIGUN_DUDE_ULTI,CIUMAN MAMA
TID_MINIGUN_DUDE_ULTI_DESC,Turet penyembuhan Pam akan merawat dia dan rakan sepasukannya yang berada di dalam kawasan terkesan.
TID_BONE_THROWER,pembaling tulang
TID_BONE_THROWER_DESC,"Semua benda penembak ini besar-besar belaka! Cekap menggunakan mesingan besarnya, Pengendali Pistol Mini ini boleh menumpaskan berbilang orang jahat (Pergerakan perlahan, tidak akan ditolak)"
TID_BONE_THROWER_WEAPON,PISTOL MINI
TID_BONE_THROWER_WEAPON_DESC,Pengendali Pistol Mini ini membuat pengunaan mesingan besar ini nampak mudah. Dia boleh berjalan sambil menembak dalam mod auto!
TID_BONE_THROWER_ULTI,BEKAS PEMBALUT
TID_BONE_THROWER_ULTI_DESC,Ada kalanya anda akan tercalar atau mengalami luka dalam dalam pertempuran sengit. Bekas Pembalut membantu memastikan pasukan anda dalam keadaan sihat!
TID_BLACK_HOLE,TARA
TID_BLACK_HOLE_DESC,Serangan kad tarot tigaan Tara menembusi musuhnya. Supernya ialah lubang hitam yang menyedut semua musuh berdekatan dan melakukan kerosakan!
TID_BLACK_HOLE_WEAPON,TAROT TIGAAN
TID_BLACK_HOLE_WEAPON_DESC,"Tara menyentakkan gelang tangannya, melemparkan tiga kad tarot yang menembusi musuh. Agak hebat helah ni!"
TID_BLACK_HOLE_ULTI,GRAVITI
TID_BLACK_HOLE_ULTI_DESC,Tara mewujudkan perigi graviti yang sukar hendak dibayangkan. Musuh dalam kawasan terkesan akan ditarik masuk dan melanggar satu sama lain dengan kuat sekali.
TID_TURRET_DAMAGE,kerosakan turet
TID_TURRET_HEALTH,nilai nyawa turet
TID_STAT_DAMAGE_PER_SECOND,kerosakan setiap saat
TID_STAT_DAMAGE_PER_SECOND_EACH,kerosakan setiap saat
TID_STAT_DAMAGE_PER_STRIKE,kerosakan setiap tumbukan
TID_ROBOT,DEPUTY IRONS
TID_ROBOT_DESC,Dibina untuk berkhidmat. Bertanggungjawab untuk membinasa.
TID_ROBOT_WEAPON,TEMBAKAN HENDAP ROKET
TID_ROBOT_WEAPON_DESC,Deputy Irons menembak roket meletup dari julat yang jauh sangat dengan ketepatan mekanikal.
TID_ROBOT_ULTI,KAWALAN KUMPULAN
TID_ROBOT_ULTI_DESC,"Apabila keadaan menjadi keterlaluan, Deputy Irons boleh menghujani kumpulan yang tidak terkawal dengan bedilan roket."
TID_ARMOR_STAT,nIlai nyawa
TID_HEALTH,nIlai nyawa
TID_STAT_GRENADE_DAMAGE,kerosakan setiap grenad
TID_STAT_MISSILE_DAMAGE,kerosakan setiap roket
TID_STAT_HEALTH,nilai nyawa
TID_STAT_SPEED,kelajuan
TID_STAT_DAMAGE,kerosakan
TID_STAT_DAMAGE_PER_SHOT,kerosakan setiap peluru
TID_STAT_DAMAGE_PER_SHELL,kerosakan setiap peluru
TID_STAT_HAMMER_DAMAGE,kerosakan setiap 0.2 saat
TID_BATTLE,MAIN
TID_QUIT,Keluar
TID_MATCHMAKING_QUIT,Keluar
TID_MATCHMAKING_HEADING,Mencari Pemain
TID_MATCHMAKING_TIME_LABEL,Pertempuran bermula dalam:
TID_MATCHMAKING_PLAYERS,Pemain ditemui <x>/<y>
TID_BUTTON_CANCEL,Batal
TID_BUTTON_OK,OK
TID_ENTER_NAME_TITLE,Selamat datang ke Brawl Stars!
TID_ENTER_NAME_BODY,Apakah nama anda?
TID_TIME_DAYS,h
TID_TIME_HOURS,j
TID_TIME_MINS,m
TID_TIME_SECS,s
TID_MATCHMAKING_TIME,Masa bermula <TIME>
TID_SUPERCELL_ID_TITLE,Supercell ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,Disambungkan
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Sambung
TID_SUPERCELL_ID_LOGIN_BUTTON,Log masuk
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Main tanpa
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,Adakah anda ingin memuatkan perkembangan lain dengan XP tahap <number>? Muatkannya dengan melog masuk menggunakan Supercell ID anda.
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,Ralat!
TID_ERROR_POP_UP_OUT_OF_SYNC,Klien dan pelayan di luar penyegerakan!
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Muat semula permainan
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Ralat sambungan
TID_ERROR_POP_UP_CONNECTION_FAILED,Tidak dapat menyambung kepada pelayan. Semak sambungan internet anda dan cuba lagi.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Cuba lagi
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Log masuk gagal
TID_ERROR_POP_UP_LOGIN_FAILED,Sila cuba sebentar lagi
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Cuba lagi
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,Ada sesiapa di sana?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,Klik butang di bawah untuk memuat semula permainan.
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Muat semula permainan
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,Kemas kini tersedia!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,Berita baik! Versi baharu Brawl Stars tersedia.
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Kemas kini
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Rehat penyelenggaraan
TID_ERROR_POP_UP_SERVER_MAINTENANCE,"Maaf, pelayan sedang diselenggara. Sila cuba sebentar lagi."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Cuba lagi
TID_ERROR_POP_UP_BANNED_TITLE,Anda telah disekat!
TID_ERROR_POP_UP_BANNED,Anda telah disekat buat sementara waktu
TID_ERROR_POP_UP_BANNED_BUTTON,Okey
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Hubungi Sokongan
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Maklumat Lanjut
TID_INFO_POP_UP_IAP_NOTE_TITLE,Notis Penting
TID_INFO_POP_UP_IAP_NOTE,Brawl Stars boleh dimainkan secara percuma tetapi anda boleh mempercepat perkembangan dengan pembelian dalam aplikasi (anda boleh menyahdayakan ini dalam tetapan peranti anda). Ketik Okey untuk menerima Terma dan Dasar Privasi kami.
TID_INFO_POP_UP_IAP_NOTE_BUTTON,Okey
TID_SERVER_ERROR_TITLE,Ralat pelayan <number>
TID_SERVER_ERROR,Anda terputus sambungan semasa pertempuran
TID_SERVER_ERROR_BUTTON,Okey
TID_COME_BACK_NOTIFICATION_SMALL,Apa kata bertempur sekali lagi?
TID_COME_BACK_NOTIFICATION_MEDIUM,Apa kata bertempur sekali lagi?
TID_COME_BACK_NOTIFICATION_LARGE,Apa kata bertempur sekali lagi?
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Sambungan hilang
TID_ERROR_POP_UP_CONNECTION_LOST,Sila cuba log masuk sekali lagi!
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Cuba log masuk semula
TID_TROPHIES,trofi
TID_PRACTICE,LATIHAN
TID_READY,Sedia
TID_BATTLE_END_TITLE_VICTORY,MENANG!
TID_BATTLE_END_TITLE_DEFEAT,KALAH
TID_BATTLE_END_TITLE_DRAW,Seri
TID_BATTLE_END_TITLE_COOP_SURVIVAL,Kekal hidup selama <TIME>
TID_BATTLE_END_DEATHMATCH_VICTORY,Anda #1!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Tahap: <RANK>
TID_BATTLE_END_TVST_DRAW_DESC,Keputusan seri sebab jumlah permata dikumpul kedua-dua pasukan adalah sama!
TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM,Brawler Besar dikalahkan dalam <TIME>
TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS,Menang <TIME>
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,CABARAN: <LEVEL> TELAH SELESAI!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,KALAH
TID_BATTLE_END_RETURN_HOME,KELUAR
TID_BATTLE_END_NEXT,Seterusnya
TID_BATTLE_END_TAP,ketik untuk teruskan
TID_BATTLE_END_NO_PRACTISE_TROPHIES,LATIHAN TIDAK MEMBERIKAN TROFI
TID_BATTLE_END_XP_CAPPED,Semua XP dikumpul hari ini
TID_BATTLE_END_PLAY_AGAIN,SEKALI LAGI
TID_BATTLE_END_PLAY_AGAIN_CANCEL,BATAL
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING> / <TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> menyertai pasukan anda
TID_RESPAWNING,Kembali dalam:\n<n1>
TID_TEAMS_POPUP_TITLE,PASUKAN
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Kelab & Pasukan Rakan
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,SERTAI KELAB UNTUK LIHAT PERMAINAN AKTIF
TID_TEAMS_POPUP_SEARCH,SERTAI DENGAN KOD
TID_TEAMS_POPUP_CREATE,CIPTA PASUKAN
TID_TEAM_SEARCH_POPUP_TITLE,SERTAI PASUKAN DENGAN KOD
TID_TEAM_SEARCH_POPUP_SEARCH,SERTAI
TID_TEAM_JOIN_ROOM_CODE,Masukkan kod pasukan di sini...
TID_TEAM_CHANGE_MAP,TUKAR
TID_TEAM_TYPE_INFO_0,Tahap
TID_TEAM_TYPE_INFO_1,persahabatan
TID_TEAM_TYPE_INFO_2,guna tiket
TID_TEAM_MEMBER_LEFT_0,Anda telah tinggalkan pasukan.
TID_TEAM_MEMBER_LEFT_1,Anda dikeluarkan dari pasukan.
TID_TEAM_MEMBER_LEFT_2,Pasukan dibubarkan sebab acara telah tamat tempoh.
TID_TEAM_MEMBER_LEFT_3,Pasukan dibubarkan sebab pencipta pasukan telah keluar.
TID_TEAM_GAME_STARTING,Pertempuran bermula
TID_TEAM_CODE_COPIED,Kod disalin ke papan kerat
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>JEMPUTAN TERTANGGUH </c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>DITOLAK</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>TARGET DI LUAR TALIAN</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,ketik untuk batal
TID_TEAM_ERROR_1,Ralat pelayan pasukan
TID_TEAM_ERROR_2,"Tidak boleh sertai, Pasukan sudah penuh."
TID_TEAM_ERROR_3,Tidak boleh sertai. Pasukan sudah dibubarkan.
TID_TEAM_ERROR_5,Kod pasukan tidak sah. Sila semak jika kod adalah betul.
TID_TEAM_ERROR_6,Tidak menemui pasukan dengan kod ini.
TID_TEAM_ERROR_7,Tidak boleh sertai pasukan selepas dikeluarkan.
TID_TEAM_ERROR_8,Semak tetapan. Satu pihak tidak boleh lebih daripada 3 pemain.
TID_TEAM_ERROR_10,Tidak dapat cipta pasukan. Anda telah berada di dalam pasukan.
TID_TEAM_ERROR_11,TIdak dapat cipta pasukan. Acara telah tamat tempoh.
TID_TEAM_ERROR_12,Tidak dapat sertai pasukan tamat tempoh.
TID_TEAM_ERROR_14,Tidak dapat cipta pasukan. Acara ini tidak menyokong permainan berpasukan.
TID_TEAM_ERROR_15,Tidak dapat sertai pasukan. Pasukan ini tidak berada di wilayah anda.
TID_TEAM_ERROR_17,Tidak dapat memulakan permainan. Brawler sama tidak dibenarkan.
TID_TEAM_ERROR_18,Tidak dapat memulakan permainan. Permainan akan diselenggara.
TID_TEAM_ERROR_19,Tidak dapat menyingkir pencipta pasukan semasa mereka dalam talian.
TID_TEAM_ERROR_20,Tidak boleh ubah peta. Terlalu ramai pemain untuk peta ini.
TID_TEAM_ERROR_21,Tidak dapat memulakan permainan. Tidak cukup tiket.
TID_TEAM_ERROR_22,Tidak boleh ubah peta. Terlalu ramai pemain.
TID_TEAM_ERROR_24,Jemputan gagal. Tiada rakan ditemui.
TID_TEAM_ERROR_25,Jemputan gagal. Pasukan sudah penuh
TID_TEAM_ERROR_26,Jemputan ditolak.
TID_TEAM_ERROR_27,Jemputan gagal. Pemain tidak menerima jemputan pasukan
TID_TEAM_ERROR_28,Jemputan gagal. Pemain di luar talian.
TID_TEAM_ERROR_29,Jemputan gagal. Pemain telah ada pasukan
TID_TEAM_ERROR_30,Tidak boleh memulakan permainan sebab jemputan masih tertangguh.
TID_TEAM_ERROR_31,Tidak boleh menukar acara jika masih ada jemputan yang tertangguh
TID_TEAM_ERROR_32,Pasukan mempunyai terlalu banyak ahli untuk mod permainan ini
TID_TEAM_ERROR_33,Mod permainan ini tidak menyokong permainan berpasukan
TID_TEAM_ERROR_34,Anda sudah mengalahkan Bos terakhir
TID_TEAM_ERROR_40,Permintaan penyertaan pasukan telah tertangguh
TID_TEAM_ERROR_41,Permintaan penyertaan pasukan telah ditolak
TID_TEAM_ERROR_42,Permintaan penyertaan pasukan gagal. Tidak boleh menemui pasukan
TID_TEAM_ERROR_43,Penerima permintaan penyertaan pasukan tidak lagi berada dalam pasukan
TID_TEAM_ERROR_44,Penerima permintaan penyertaan pasukan berada di luar talian
TID_TEAM_ERROR_45,Permintaan penyertaan pasukan gagal. Pasukan penuh
TID_TEAM_ERROR_46,Penerima permintaan penyertaan pasukan telah meredam anda
TID_TEAM_ERROR_47,Gagal hantar permintaan penyertaan pasukan. Hanya pemilik bilik persahabatan boleh menerima permintaan penyertaan
TID_TEAM_ERROR_48,Penerima permintaan menyertai pasukan telah membisukan semua jemputan
TID_SELECT_LOCATION_TITLE,PILIH PETA
TID_SELECT_LOCATION_LOCATIONS,PERSAHABATAN
TID_SELECT_LOCATION_EVENTS,TAHAP
TID_TEAM_SEARCH_INVALID_CODE,Kod pasukan tidak sah. Sila semak jika kod adalah betul.
TID_TEAM_LEAVE,KELUAR
TID_TEAM_JOIN,SERTAI PASUKAN
TID_TEAM_READY_BUTTON_LABEL,Dah bersedia!
TID_TEAM_CANCEL_READY,Batal
TID_TEAM_QUIT,KELUAR
TID_TEAM_TEAMCODE,Kod pasukan
TID_TEAM_TEAMCODE_DESC,Rakan anda boleh akses pasukan menggunakan kod ini.
TID_TEAM_WAITING_FOR_PLAYER,Jemput menggunakan kod pasukan
TID_TEAM_NO_MEMBER,BOT
TID_TEAM_NO_MEMBER_INVITE,JEMPUT
TID_TEAMCREATE_EVENT,peta
TID_TEAM_KICK,keluarkan
TID_TEAM_PROFILE,profil
TID_TEAM_SWAP,tukar pihak
TID_TEAM_SWAP_HERE,tukar sini
TID_TEAM_CREATOR_ONLY_FEATURE,Tersedia untuk pencipta pasukan sahaja
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,Hanya pencipta pasukan boleh menukar acara
TID_TEAM_PROFILE_BLOCKED,Tidak boleh dilihat dalam keadaan bersedia.
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,Tidak tersedia dalam keadaan bersedia.
TID_TEAM_PRACTISE_BUTTON_LABEL,LATIHAN
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,dengan bot
TID_TEAM_LOOT_UNLOCKS,GANJARAN
TID_BONUS_REWARD,Ganjaran bonus untuk 3 kemenangan
TID_BONUS_REWARD_COLLECTED,Ganjaran bonus dituntut
TID_INFO_SERVER_ERROR_TITLE,ralat pelayan
TID_INFO_SERVER_ERROR_BUTTON,Muat semula permainan
TID_RARITY_NAME_0,Ganjaran Kemajuan Trofi
TID_RARITY_NAME_1,Jarang
TID_RARITY_NAME_2,Superjarang
TID_RARITY_NAME_3,Epik
TID_RARITY_NAME_4,Mitos
TID_RARITY_NAME_5,Legenda
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
